,15m,100m,150m,200m
n,24.0,24.0,24.0,24.0
wdir_rmse,84.87000274658203,84.19000244140625,67.04000091552734,76.70999908447266
wdir_rmse_r,47.150001525878906,46.77000045776367,37.25,42.61000061035156
wdir_mae,61.75,69.11000061035156,52.68000030517578,59.099998474121094
wspd_rmse,1.3200000524520874,1.1100000143051147,1.0099999904632568,1.2100000381469727
wspd_mae,1.0299999713897705,0.9700000286102295,0.8399999737739563,1.0099999904632568
wspd_mbe,-0.3799999952316284,-0.7300000190734863,-0.5299999713897705,-0.46000000834465027
